Galaxy Name	Radius	Total Mass Density	Visible Mass Density	Dark Matter Density
NGC6674	1.250000, 4.995000, 10.015000, 14.995000, 19.960000, 24.975000, 29.990000, 35.005000, 39.965000, 44.930000, 49.945000, 54.960000, 59.975000, 64.940000, 69.905000	365899729.031928, 66906767.913621, 19434625.338672, 12102563.752735, 7499988.819731, 5428068.150279, 4301911.580265, 3251039.941883, 2904790.567152, 2390752.100509, 2256372.861068, 2124432.605008, 1978982.837965, 1696701.661450, 1672096.244341	383860450.440039, 42538234.073015, 15346621.024476, 7883189.082790, 4862996.423094, 3197252.751890, 2223953.819609, 1636772.620968, 1295763.326302, 991242.126899, 793056.014030, 676287.533789, 555617.718887, 484179.831708, 395890.756846	-17960721.408111, 24368533.840606, 4088004.314196, 4219374.669944, 2636992.396637, 2230815.398389, 2077957.760656, 1614267.320915, 1609027.240850, 1399509.973610, 1463316.847038, 1448145.071219, 1423365.119078, 1212521.829742, 1276205.487495
NGC6789	0.050000, 0.200000, 0.405000, 0.610000	1041207445.421617, 515855190.309912, 440384436.268247, 413115112.218482	355158387.071293, 208639777.162087, 89111553.001775, 59706814.178487	686049058.350325, 307215413.147825, 351272883.266473, 353408298.039995
NGC6946	0.095000, 0.375000, 0.750000, 1.080000, 1.405000, 1.775000, 2.150000, 2.525000, 2.850000, 3.180000, 3.555000, 3.930000, 4.260000, 4.585000, 4.960000, 5.335000, 5.705000, 6.030000, 6.360000, 6.735000, 7.110000, 7.440000, 7.765000, 8.140000, 8.515000, 8.890000, 9.220000, 9.545000, 9.915000, 10.290000, 10.620000, 10.945000, 11.320000, 11.695000, 12.070000, 12.400000, 12.725000, 13.100000, 13.475000, 13.845000, 14.170000, 14.500000, 14.875000, 15.250000, 15.580000, 15.905000, 16.280000, 16.655000, 17.025000, 17.355000, 17.685000, 18.055000, 18.430000, 18.760000, 19.085000, 19.460000, 19.835000, 20.210000	34944861553.730652, 1601874559.108553, 854437464.674293, 630187418.116641, 365265334.948942, 287087221.317391, 263820341.586701, 201395116.344860, 273439895.147979, 173631161.227979, 197701080.745676, 169075005.018529, 238281416.379438, 173884232.961893, 161696663.814490, 154654935.532925, 149313168.292305, 172102705.154061, 133958781.626023, 119893944.626092, 113919211.463254, 140242592.145290, 107641068.707191, 92886128.553530, 95297790.492175, 83079794.469074, 106565796.282753, 78130257.250435, 75137372.226650, 67276568.123874, 93238521.840315, 70126047.163930, 64709643.416754, 66868432.080840, 59305915.753324, 80324515.627775, 58120406.335505, 56161347.251244, 57333651.204926, 53269034.084928, 66491191.501465, 45320178.648971, 45730221.226739, 41016375.075505, 55701311.215458, 39593176.702997, 37465545.970077, 36810536.249913, 35823548.534554, 44723770.493259, 34615347.924861, 36329545.116542, 31561837.967631, 46856605.188827, 29857166.952743, 30967226.244916, 30280464.010527, 27592788.620988	82050831248.165466, 2444678864.378123, 1477291105.485244, 786812734.367607, 717581365.064445, 398591975.798425, 462060653.498278, 362372053.850006, 450283760.795904, 310415940.239306, 283072490.176940, 257808642.337397, 316492671.198954, 247138146.604409, 218928333.019244, 233278246.488158, 195881682.894441, 248586094.509969, 170616993.927805, 170010065.400762, 144356987.197992, 186144219.630888, 124021543.348138, 114217848.726167, 108014204.047608, 100754058.541230, 125149382.913262, 91202305.292705, 83396093.421077, 77342384.157869, 96921926.054468, 70480903.263034, 63413996.781481, 62094806.025438, 56255250.752578, 73520174.240376, 52441661.197643, 49055381.553409, 47337102.630006, 45528460.981381, 56993647.620521, 40156290.419700, 38641546.372598, 36089897.594425, 46539680.174061, 31482796.373002, 31265517.255691, 28618328.873058, 29255239.311810, 33497132.689902, 27014820.921824, 24194800.264340, 24156899.469859, 29533711.376856, 23147481.941597, 20298017.665727, 21164216.305265, 18616915.038741	-47105969694.434814, -842804305.269571, -622853640.810951, -156625316.250966, -352316030.115504, -111504754.481033, -198240311.911577, -160976937.505146, -176843865.647925, -136784779.011327, -85371409.431265, -88733637.318868, -78211254.819516, -73253913.642516, -57231669.204753, -78623310.955233, -46568514.602135, -76483389.355908, -36658212.301782, -50116120.774670, -30437775.734738, -45901627.485598, -16380474.640947, -21331720.172637, -12716413.555433, -17674264.072156, -18583586.630510, -13072048.042270, -8258721.194428, -10065816.033995, -3683404.214153, -354856.099104, 1295646.635273, 4773626.055402, 3050665.000746, 6804341.387399, 5678745.137862, 7105965.697835, 9996548.574920, 7740573.103547, 9497543.880944, 5163888.229270, 7088674.854141, 4926477.481080, 9161631.041396, 8110380.329996, 6200028.714386, 8192207.376855, 6568309.222744, 11226637.803357, 7600527.003037, 12134744.852202, 7404938.497771, 17322893.811971, 6709685.011146, 10669208.579189, 9116247.705262, 8975873.582247
NGC7331	1.335000, 2.940000, 3.475000, 4.005000, 4.540000, 5.080000, 5.615000, 6.145000, 6.945000, 8.015000, 9.085000, 10.140000, 11.200000, 12.285000, 13.370000, 14.455000, 15.540000, 16.575000, 17.610000, 18.695000, 19.780000, 20.865000, 21.950000, 22.985000, 24.025000, 25.110000, 26.195000, 27.280000, 28.365000, 29.400000, 30.435000, 31.520000, 32.605000, 33.690000, 34.775000, 35.815000	369206798.224988, 191493204.431570, 509799687.098717, 179110026.841713, 359471430.691109, 167889916.255062, 277146915.494253, 148341450.276006, 114173282.144261, 59310560.707147, 74029250.702550, 47998640.694787, 56240282.041339, 37033450.600095, 44197077.777176, 29515875.965811, 35882442.590014, 26775075.244332, 31543174.393507, 22782232.417938, 27968459.327153, 20992887.002224, 25566435.545683, 20235077.746708, 22575113.208314, 16822195.330422, 21056878.176380, 15916344.078325, 19233836.563329, 16898032.663828, 16518550.756466, 14347001.203483, 16066417.963268, 12984926.495978, 15878529.731733, 12609865.925448	906594856.183113, 423039902.711300, 1232719544.714897, 404491451.977803, 821339897.380090, 358371829.520226, 596763400.535750, 292263728.580560, 214815660.668591, 86839842.723716, 132923602.870640, 60956180.949883, 89869892.434767, 43655277.089987, 65669468.921015, 32985475.892423, 49924003.001638, 29129295.653201, 40695769.929411, 22714394.711020, 33527661.675000, 18390191.997837, 27220254.716769, 16864518.809514, 22415136.379372, 12921280.440347, 18850046.579726, 10874028.839375, 15946507.327037, 10168046.052951, 13720231.379320, 7959360.997141, 11947421.936420, 6965296.193159, 10496904.938840, 6503470.002261	-537388057.958126, -231546698.279730, -722919857.616180, -225381425.136089, -461868466.688981, -190481913.265164, -319616485.041497, -143922278.304554, -100642378.524330, -27529282.016570, -58894352.168090, -12957540.255096, -33629610.393429, -6621826.489892, -21472391.143839, -3469599.926612, -14041560.411624, -2354220.408868, -9152595.535905, 67837.706918, -5559202.347847, 2602695.004387, -1653819.171086, 3370558.937194, 159976.828942, 3900914.890075, 2206831.596654, 5042315.238950, 3287329.236291, 6729986.610876, 2798319.377146, 6387640.206342, 4118996.026848, 6019630.302820, 5381624.792893, 6106395.923187
NGC7793	0.055000, 0.125000, 0.155000, 0.190000, 0.225000, 0.260000, 0.300000, 0.335000, 0.370000, 0.405000, 0.440000, 0.475000, 0.510000, 0.545000, 0.580000, 0.615000, 0.645000, 0.680000, 0.785000, 0.960000, 1.135000, 1.310000, 1.485000, 1.660000, 1.835000, 2.010000, 2.185000, 2.360000, 2.535000, 2.705000, 2.880000, 3.065000, 3.245000, 3.420000, 3.595000, 3.765000, 3.940000, 4.115000, 4.290000, 4.555000, 4.990000, 5.515000, 6.040000, 6.560000, 7.085000, 7.610000	368812030.225170, 1306527735.518297, 722159920.557532, 1240564164.780198, 1368891759.306368, 1505658809.996680, 1207303959.619451, 2110591035.984287, 1526087010.728489, 2101542924.433810, 1570431026.519557, 1909570620.071767, 1484494293.214638, 1742739732.153023, 1348018226.763317, 1790354178.627010, 1712090261.546097, 1250948092.239190, 298967468.544114, 255279624.901751, 236260098.413843, 238758085.967668, 213567262.180448, 228731741.437971, 210551603.648498, 227523708.820627, 199244569.387792, 233858574.808656, 199805502.699423, 221668972.639069, 162609107.552483, 188295681.979820, 166661802.611552, 201090129.222345, 198242748.347791, 179192848.111519, 182098960.197700, 175849901.494230, 155810247.989290, 80930356.365162, 41086853.251332, 40678813.788148, 31157523.294140, 29401938.868159, 19565677.796244, 21402661.952061	3304189695.552646, 1666499156.687277, 3328182866.963492, 1643201876.538876, 2524410009.354262, 1654968527.736549, 1733572971.421950, 1933285165.995542, 1677214597.193738, 1799183889.961593, 1633436877.718791, 1731578036.529856, 1623907629.049967, 1677048003.461624, 1547217054.581158, 1586381195.051251, 1936073704.928028, 1233867070.136697, 433513106.469196, 277708980.553607, 315137083.951707, 243290423.290046, 273249536.952119, 233036102.184035, 267549656.718579, 240622242.657363, 257738721.668866, 211317673.128020, 216929421.384661, 199033008.516831, 185626755.752322, 159563588.522214, 168608140.435950, 146732416.974103, 147747405.894986, 135087461.778346, 122023329.962878, 116721278.660160, 105532699.578428, 49253699.925710, 29890068.675392, 22426835.614619, 20936585.887083, 16889817.023556, 14775057.647152, 12461962.989784	-2935377665.327476, -359971421.168980, -2606022946.405960, -402637711.758678, -1155518250.047894, -149309717.739869, -526269011.802499, 177305869.988745, -151127586.465249, 302359034.472217, -63005851.199234, 177992583.541911, -139413335.835329, 65691728.691399, -199198827.817842, 203972983.575759, -223983443.381931, 17081022.102493, -134545637.925082, -22429355.651857, -78876985.537864, -4532337.322379, -59682274.771671, -4304360.746064, -56998053.070081, -13098533.836736, -58494152.281075, 22540901.680636, -17123918.685238, 22635964.122238, -23017648.199840, 28732093.457606, -1946337.824398, 54357712.248242, 50495342.452806, 44105386.333173, 60075630.234822, 59128622.834070, 50277548.410861, 31676656.439452, 11196784.575940, 18251978.173529, 10220937.407056, 12512121.844603, 4790620.149092, 8940698.962277
NGC7814	0.315000, 1.175000, 2.255000, 3.350000, 4.470000, 5.585000, 6.700000, 7.815000, 8.935000, 10.075000, 11.195000, 12.280000, 13.415000, 14.550000, 15.635000, 16.770000, 17.900000, 18.985000	9534947660.362463, 704568103.732388, 285854355.236163, 167977139.048532, 114067811.381329, 91185104.991785, 70495801.309051, 60772938.695307, 48259901.311391, 41211708.064007, 36742909.007542, 33890375.575609, 28009339.825877, 28029106.682922, 25881268.490465, 22236111.378568, 22497387.497943, 21067121.815942	16395442040.193752, 993013714.602811, 399586994.036196, 184913178.442926, 122683393.323556, 76466716.651330, 58828500.347445, 42215494.520490, 34491856.149627, 25531153.616328, 23311589.126835, 18435969.530694, 14782433.699095, 13177546.072633, 11975992.731420, 9047900.686679, 9193180.051078, 7635615.517826	-6860494379.831289, -288445610.870422, -113732638.800033, -16936039.394394, -8615581.942227, 14718388.340455, 11667300.961605, 18557444.174817, 13768045.161764, 15680554.447679, 13431319.880707, 15454406.044915, 13226906.126782, 14851560.610290, 13905275.759045, 13188210.691888, 13304207.446864, 13431506.298116
PGC51017	0.165000, 0.660000, 1.320000, 1.980000, 2.640000, 3.300000	207963686.218959, 14613129.456385, 5527604.035336, 3131242.198640, 2053464.563723, 1711482.104092	70290290.856487, 26454790.921972, 7031962.477206, 4688259.140799, 2425007.743484, 2169502.496193	137673395.362471, -11841661.465587, -1504358.441870, -1557016.942159, -371543.179760, -458020.392101
UGC00128	0.625000, 2.500000, 5.000000, 7.505000, 10.005000, 12.495000, 14.980000, 17.465000, 20.005000, 22.545000, 25.035000, 27.525000, 30.010000, 32.495000, 34.985000, 37.525000, 40.065000, 42.555000, 45.040000, 47.525000, 50.015000, 52.505000	40104803.837837, 22918139.357439, 10442305.168366, 8193711.270549, 5632980.997768, 4605597.638928, 4427369.943990, 3767479.138774, 3278062.627490, 2927601.354386, 2655006.336436, 2501376.902962, 2197709.691690, 2086880.926067, 1642319.106432, 1661946.038146, 1620033.212992, 1603324.871587, 1529307.477299, 1223570.429776, 1470476.499785, 863030.982829	29912245.940588, 8535611.443200, 2318590.291826, 2032342.158064, 1306644.775439, 1410372.620334, 1035831.918307, 994488.805240, 756039.555429, 768072.647785, 599294.150789, 632335.874767, 461312.863009, 442475.225438, 349089.224243, 340062.991029, 272441.219637, 268870.817267, 210444.204829, 205934.503718, 163982.039912, 165636.189526	10192557.897249, 14382527.914239, 8123714.876541, 6161369.112485, 4326336.222328, 3195225.018594, 3391538.025683, 2772990.333534, 2522023.072061, 2159528.706601, 2055712.185647, 1869041.028196, 1736396.828682, 1644405.700629, 1293229.882189, 1321883.047116, 1347591.993356, 1334454.054320, 1318863.272471, 1017635.926058, 1306494.459872, 697394.793303
UGC00191	0.310000, 0.745000, 0.995000, 1.245000, 1.495000, 1.960000, 3.635000, 6.210000, 8.715000	125333354.088444, 60951963.627562, 139030207.477903, 68005894.671779, 125178804.621594, 53033485.961871, 10432459.959935, 5091722.084632, 3963717.429198	67084291.896423, 52601575.007242, 54105577.053943, 41560832.546778, 39225553.693038, 17913815.864331, 4289318.155372, 1773013.419010, 1110595.830428	58249062.192021, 8350388.620320, 84924630.423959, 26445062.125001, 85953250.928556, 35119670.097540, 6143141.804563, 3318708.665622, 2853121.598770
UGC00634	2.255000, 6.760000, 11.260000, 15.760000	12889705.789938, 5396722.488017, 2905727.124791, 1829530.852929	6031832.417796, 1214236.594983, 668383.680409, 264742.622422	6857873.372142, 4182485.893034, 2237343.444382, 1564788.230507
UGC00731	0.455000, 1.360000, 2.270000, 3.185000, 4.095000, 5.000000, 5.905000, 6.820000, 7.735000, 8.640000, 9.545000, 10.455000	57017517.161479, 29183252.732743, 15443896.578790, 14712203.924823, 10729818.589405, 10877723.020015, 8896975.812115, 8999303.272214, 7465622.983209, 7245380.920818, 5919505.967761, 5818659.628192	4021239.530963, 2458902.466314, 1280311.185738, 2029682.979538, 1270308.113459, 1547216.873788, 1618712.358926, 2211096.196288, 1899492.986159, 1867594.469433, 1667762.476330, 1450382.879639	52996277.630515, 26724350.266429, 14163585.393053, 12682520.945285, 9459510.475946, 9330506.146227, 7278263.453189, 6788207.075926, 5566129.997050, 5377786.451385, 4251743.491431, 4368276.748553
UGC00891	0.740000, 2.225000, 3.710000, 5.195000, 6.665000	14587543.522371, 11163277.892190, 7217175.909532, 5855604.175534, 4676611.756563	10789885.022625, 3522702.532226, 2121900.989513, 1045176.513672, 813551.065761	3797658.499745, 7640575.359964, 5095274.920019, 4810427.661862, 3863060.690802
UGC01230	0.390000, 1.565000, 3.130000, 4.695000, 6.255000, 7.815000, 10.935000, 14.060000, 20.325000, 28.905000, 34.275000	34725526.539144, 29768365.855133, 27311228.484915, 18873354.388618, 12462792.531842, 9139136.666758, 3444783.291843, 4648218.957801, 789183.314824, 469244.010309, 848021.903521	40105343.573355, 15996328.454715, 5925029.622688, 5492914.255878, 3538194.808166, 3210018.723427, 980694.975949, 1399432.553075, 269050.231680, 97429.626353, 217905.077921	-5379817.034211, 13772037.400417, 21386198.862227, 13380440.132740, 8924597.723675, 5929117.943331, 2464088.315894, 3248786.404726, 520133.083145, 371814.383956, 630116.825600
UGC01281	0.040000, 0.155000, 0.305000, 0.460000, 0.615000, 0.765000, 0.920000, 1.075000, 1.225000, 1.380000, 1.535000, 1.685000, 1.840000, 1.995000, 2.145000, 2.300000, 2.455000, 2.605000, 2.720000, 2.915000, 3.265000, 3.645000, 4.030000, 4.425000, 4.805000	16740403.271074, 20418621.479054, 22932389.186462, 24776207.802376, 28974552.023504, 31930954.504982, 33276169.641534, 38019344.329877, 42926296.732609, 42094131.352227, 45343476.032675, 51177499.814263, 48765194.566276, 54856278.424641, 55403461.407022, 54359503.844438, 58702648.316208, 59080027.115412, 101950905.366557, 35865098.199809, 20984726.432517, 24546692.896741, 17683261.905777, 19501474.978189, 16519779.438928	307109480.561468, 36305540.944665, 4072844.980602, 18868596.103153, 14006709.293600, 19256198.514575, 16619278.596586, 19330226.210648, 14465162.851707, 17203975.575329, 16407006.355405, 17935187.063998, 16242132.338447, 17215990.028196, 17133207.326081, 15739582.874726, 16234988.456804, 15751935.574677, 26944805.795490, 7925674.155274, 5530629.605422, 5128367.511405, 4011789.955548, 4399339.870647, 3942450.546666	-290369077.290393, -15886919.465611, 18859544.205861, 5907611.699223, 14967842.729904, 12674755.990407, 16656891.044949, 18689118.119229, 28461133.880902, 24890155.776898, 28936469.677270, 33242312.750265, 32523062.227830, 37640288.396445, 38270254.080941, 38619920.969712, 42467659.859404, 43328091.540735, 75006099.571068, 27939424.044535, 15454096.827095, 19418325.385336, 13671471.950228, 15102135.107542, 12577328.892262
UGC02023	0.380000, 1.135000, 1.890000, 2.650000, 3.405000	21273275.991248, 18128847.190946, 14354855.781566, 15889747.280764, 17109593.180650	28767942.276821, 23517180.287185, 12501148.135573, 9570820.005916, 7450230.983873	-7494666.285573, -5388333.096239, 1853707.645993, 6318927.274848, 9659362.196777
UGC02259	0.510000, 1.530000, 2.545000, 3.560000, 4.580000, 5.600000, 6.620000, 7.635000	163017055.142094, 51525091.772258, 34585844.934312, 20899081.250692, 17153915.924654, 13817753.990960, 12400278.849431, 10667764.914071	32144326.168676, 15594169.611577, 9363764.469587, 7282708.390523, 4208907.444049, 4174452.589914, 2770559.461837, 2323997.813063	130872728.973417, 35930922.160681, 25222080.464724, 13616372.860170, 12945008.480605, 9643301.401045, 9629719.387594, 8343767.101008
UGC02455	0.250000, 0.750000, 1.255000, 1.760000, 2.265000, 2.770000, 3.270000, 3.775000	61566018.008771, 26384820.404495, 17038812.907312, 16318911.434179, 16655099.695992, 15678495.207988, 22022814.000831, 20799634.781473	365962780.256562, 206901000.032354, 132542557.321914, 71046090.661257, 61490946.921090, 42152779.647115, 35489826.015841, 25033336.688388	-304396762.247790, -180516179.627859, -115503744.414602, -54727179.227078, -44835847.225098, -26474284.439127, -13467012.015009, -4233701.906915
UGC02487	4.965000, 9.990000, 10.200000, 12.710000, 17.580000, 22.605000, 27.630000, 32.655000, 37.680000, 42.700000, 47.725000, 52.750000, 57.770000, 62.795000, 67.820000, 72.840000, 77.865000	77676896.935563, 25581906.764213, 841239499.973268, 13228650.574629, 24079902.714817, 10013101.654691, 13941845.085934, 6827391.972774, 8260493.164724, 4360256.854610, 5506741.113449, 3309721.320311, 4274203.312051, 2788274.212645, 3560416.778655, 2512496.346692, 3053900.265664	59519428.957067, 25558513.360602, 647751233.931063, 10357635.044760, 17063781.423642, 5009393.107920, 7986761.269997, 2484056.664852, 4272472.640698, 1459194.780535, 2629455.739255, 938467.142419, 1814013.283524, 642519.090242, 1307840.123920, 465648.757262, 977565.616546	18157467.978496, 23393.403610, 193488266.042205, 2871015.529868, 7016121.291175, 5003708.546771, 5955083.815937, 4343335.307922, 3988020.524026, 2901062.074075, 2877285.374194, 2371254.177892, 2460190.028526, 2145755.122403, 2252576.654735, 2046847.589429, 2076334.649118
UGC02885	0.850000, 2.555000, 5.115000, 10.245000, 16.580000, 21.425000, 25.300000, 29.230000, 33.160000, 37.035000, 40.910000, 44.790000, 48.720000, 52.645000, 56.520000, 60.400000, 64.275000, 68.200000, 72.130000	1734640573.604424, 104067556.978690, 73753485.182203, 15032052.313593, 10289653.620670, 10067205.807991, 8542259.029400, 6668500.943553, 6255999.006779, 5374495.486663, 5025394.366116, 4684332.859346, 4356992.343595, 4275937.167874, 3820550.817904, 3677504.013885, 3348158.798160, 3154982.632999, 2958478.899136	1476696894.806701, 210273976.405538, 79069397.834241, 14993627.403767, 7945100.873964, 8541464.211105, 6390986.529825, 5012527.698772, 4066323.218210, 3553632.860788, 2885172.685035, 2385553.324663, 2193366.140550, 1966076.316235, 1779364.579610, 1491191.443928, 1396218.580009, 1203132.815656, 1115623.933962	257943678.797722, -106206419.426848, -5315912.652038, 38424.909825, 2344552.746706, 1525741.596886, 2151272.499575, 1655973.244781, 2189675.788569, 1820862.625875, 2140221.681081, 2298779.534684, 2163626.203045, 2309860.851639, 2041186.238295, 2186312.569958, 1951940.218151, 1951849.817343, 1842854.965174
UGC02916	0.185000, 0.555000, 0.925000, 1.295000, 1.660000, 2.025000, 2.405000, 2.780000, 3.065000, 3.250000, 3.515000, 3.885000, 4.255000, 4.625000, 4.995000, 5.365000, 5.735000, 6.100000, 6.310000, 6.495000, 6.840000, 7.210000, 7.580000, 7.955000, 8.325000, 8.695000, 9.065000, 9.385000, 9.570000, 9.805000, 10.195000, 10.555000, 10.915000, 11.895000, 12.825000, 14.420000, 17.455000, 20.595000, 23.740000, 26.935000, 30.125000, 33.315000, 36.455000	13182761525.040482, 2437390668.918279, 1714052574.198989, 1014453860.150659, 883541037.633106, 616601407.886891, 522318329.843750, 425837941.702001, 671266938.994566, 762045885.279398, 340893136.455341, 276041238.952408, 269887365.933471, 230090749.020576, 230261839.258746, 201356399.723599, 201711927.895458, 188017787.983723, 1047764289.211817, 219095901.895798, 164058837.945670, 171963548.375442, 150799774.585877, 153393282.363998, 143197796.967076, 139688621.052341, 131163251.547946, 174017304.751056, 444814995.466378, 123018375.443607, 103722305.206196, 131889626.096187, 95762815.523370, 25274545.318740, 94718843.794513, 12673401.349810, 8417047.862921, 7753116.733046, 5477387.632045, 4227229.306734, 3349801.343030, 3122945.488508, 2749466.919341	6064799528.002694, 3306555965.530934, 1816843958.180344, 1582320312.307597, 1298489258.303058, 1175473858.686253, 902317356.863726, 793181169.066498, 1191802778.859207, 1420182830.552597, 603017923.788748, 490752088.791237, 452454775.640882, 374130630.566914, 348174785.747557, 289182137.368766, 273233240.709727, 238852055.285774, 1402022334.686944, 253982086.212405, 196944349.443035, 185153093.522682, 166780963.359814, 154699207.614409, 147571187.182423, 134282038.639289, 129644461.944646, 162180675.853069, 434471874.717471, 112266067.163577, 96774861.566627, 119236803.066002, 87489109.938655, 21364029.503697, 86141506.276144, 9584055.100519, 5777765.547456, 5245426.792225, 3528852.094476, 3111951.565801, 2207302.999627, 2077573.161579, 1589544.959062	7117961997.037787, -869165296.612656, -102791383.981354, -567866452.156938, -414948220.669951, -558872450.799362, -379999027.019976, -367343227.364497, -520535839.864641, -658136945.273199, -262124787.333407, -214710849.838829, -182567409.707411, -144039881.546338, -117912946.488811, -87825737.645167, -71521312.814270, -50834267.302051, -354258045.475126, -34886184.316607, -32885511.497364, -13189545.147240, -15981188.773937, -1305925.250411, -4373390.215347, 5406582.413052, 1518789.603300, 11836628.897988, 10343120.748907, 10752308.280030, 6947443.639569, 12652823.030184, 8273705.584715, 3910515.815042, 8577337.518370, 3089346.249291, 2639282.315465, 2507689.940821, 1948535.537568, 1115277.740933, 1142498.343403, 1045372.326929, 1159921.960279
